"","indivID2012","ageY","ageM","sex","relHH","relig","married","regionBorn","bioDadinHH","bioDadEduc","bioDadJob","bioMominHH","bioMomEduc","bioMomJob"
"10476","0501040170114202",71,NA,2,2,4,2,4,NA,NA,NA,NA,NA,NA
"10477","0501040170114203",5,NA,1,4,NA,NA,5,2,98,1,2,98,1
"10478","0501040170114701",26,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10479","0501040170114702",20,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10480","0501040170114703",NA,39,1,3,NA,NA,5,1,98,1,1,98,1
"10481","0501040170114704",NA,0,1,3,NA,NA,5,1,98,1,1,98,1
"10482","0501040170116901",24,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10483","0501040170116902",22,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10484","0501040170116903",NA,18,2,3,NA,NA,5,1,3,1,1,98,1
"10485","0501040170118101",45,NA,1,1,4,3,5,NA,NA,NA,NA,NA,NA
"10486","0501040170118102",30,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10487","0501040170118103",5,NA,2,3,NA,NA,5,1,9,8,1,98,8
"10488","0502020010201301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10489","0502020010203201",36,NA,1,1,4,3,4,NA,NA,NA,NA,NA,NA
"10490","0502020010203202",35,NA,2,2,4,2,4,NA,NA,NA,NA,NA,NA
"10491","0502020010203203",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10492","0502020010203204",13,NA,1,3,4,1,5,1,4,1,1,98,8
"10493","0502020010203205",8,NA,2,3,NA,NA,5,1,4,1,1,98,8
"10494","0502020010203206",5,NA,2,3,NA,NA,5,1,4,1,1,98,8
"10495","0502020010203207",NA,54,1,3,NA,NA,5,1,4,NA,NA,NA,NA
"10496","0502020010203208",NA,31,1,3,NA,NA,5,1,4,NA,NA,NA,NA
"10497","0502020010205101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10498","0502020010207001",25,NA,1,1,4,1,4,NA,NA,NA,NA,NA,NA
"10499","0502020010208901",41,NA,2,1,1,4,4,NA,NA,NA,NA,NA,NA
"10500","0502020010208902",23,NA,1,3,1,1,5,NA,NA,NA,NA,NA,NA
"10501","0502020010208903",20,NA,1,3,1,1,5,NA,NA,NA,NA,NA,NA
"10502","0502020010208904",7,NA,2,3,NA,NA,5,2,12,14,1,12,13
"10503","0502020010210801",38,NA,1,1,1,4,5,NA,NA,NA,NA,NA,NA
"10504","0502020010212701",16,NA,1,1,4,1,5,2,7,13,2,98,14
"10505","0502020010214601",33,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10506","0502020010216501",30,NA,2,1,4,2,4,NA,NA,NA,NA,NA,NA
"10507","0502020010216502",9,NA,1,3,NA,NA,4,2,98,11,1,98,14
"10508","0502020010216503",5,NA,2,3,NA,NA,5,2,98,11,1,98,14
"10509","0502020010216504",NA,18,2,3,NA,NA,5,2,98,11,1,98,14
"10510","0502020010216505",NA,18,1,3,NA,NA,5,2,98,11,1,98,14
"10511","0502020010218401",25,NA,2,1,4,2,5,NA,NA,NA,NA,NA,NA
"10512","0502020010218402",5,NA,1,3,NA,NA,5,2,98,14,1,98,14
"10513","0502020010218403",NA,45,1,3,NA,NA,5,2,98,14,1,98,14
"10514","0502020010218404",NA,23,1,3,NA,NA,5,2,98,14,1,98,14
"10515","0502020010218405",NA,4,1,3,NA,NA,5,2,98,14,1,98,14
"10516","0502020010220301",55,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10517","0502020010220302",49,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10518","0502020010220303",7,NA,1,3,NA,NA,5,1,98,14,1,98,8
"10519","0502020010220304",17,NA,2,3,4,1,5,2,98,1,1,98,8
"10520","0502020010220305",15,NA,2,3,4,1,5,2,98,1,1,98,8
"10521","0502020010222201",64,NA,1,1,4,2,4,NA,NA,NA,NA,NA,NA
"10522","0502020010222202",56,NA,2,2,4,2,4,NA,NA,NA,NA,NA,NA
"10523","0502020100100201",59,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10524","0502020100100202",40,NA,2,2,4,2,4,NA,NA,NA,NA,NA,NA
"10525","0502020100100203",18,NA,1,3,4,1,5,NA,NA,NA,NA,NA,NA
"10526","0502020100101701",48,NA,1,1,4,3,5,NA,NA,NA,NA,NA,NA
"10527","0502020100101702",35,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10528","0502020100101703",13,NA,1,3,4,1,5,1,98,1,1,98,1
"10529","0502020100101704",11,NA,1,3,4,1,5,1,98,1,1,98,1
"10530","0502020100101705",8,NA,1,3,NA,NA,5,1,98,1,1,98,1
"10531","0502020100101706",6,NA,2,3,NA,NA,5,1,98,1,1,98,1
"10532","0502020100101707",NA,49,2,3,NA,NA,5,1,98,NA,NA,NA,NA
"10533","0502020100103201",33,NA,2,1,4,2,5,NA,NA,NA,NA,NA,NA
"10534","0502020100103202",18,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10535","0502020100103203",15,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10536","0502020100104701",50,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10537","0502020100104702",40,NA,2,2,4,2,4,NA,NA,NA,NA,NA,NA
"10538","0502020100104703",25,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10539","0502020100104704",15,NA,2,3,4,1,5,1,98,1,1,98,14
"10540","0502020100104705",10,NA,2,3,4,1,5,1,98,1,1,98,14
"10541","0502020100104706",8,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10542","0502020100104707",6,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10543","0502020100104708",NA,NA,2,3,NA,NA,5,NA,NA,NA,NA,NA,NA
"10544","0502020100105501",60,NA,2,1,4,6,5,NA,NA,NA,NA,NA,NA
"10545","0502020100106301",50,NA,1,1,4,3,5,NA,NA,NA,NA,NA,NA
"10546","0502020100106302",38,NA,2,2,4,2,4,NA,NA,NA,NA,NA,NA
"10547","0502020100106303",15,NA,2,3,4,1,5,1,98,1,1,98,1
"10548","0502020100106304",8,NA,2,3,NA,NA,5,1,98,1,1,98,1
"10549","0502020100106305",6,NA,2,3,NA,NA,5,1,98,1,1,98,1
"10550","0502020100106306",5,NA,1,3,NA,NA,5,1,98,1,1,98,1
"10551","0502020100107801",20,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10552","0502020100107802",18,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10553","0502020100107803",NA,13,2,3,NA,NA,5,1,4,1,1,98,14
"10554","0502020100108701",61,NA,2,1,4,6,5,NA,NA,NA,NA,NA,NA
"10555","0502020100108702",9,NA,1,4,NA,NA,5,2,98,NA,2,98,NA
"10556","0502020100109401",36,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10557","0502020100109402",30,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10558","0502020100109403",7,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10559","0502020100109404",NA,54,2,3,NA,NA,5,1,98,1,1,98,14
"10560","0502020100109405",NA,19,1,3,NA,NA,5,1,98,1,1,98,14
"10561","0502020100111001",25,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10562","0502020100111002",20,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10563","0502020100111003",5,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10564","0502020100111004",NA,39,2,3,NA,NA,5,1,98,1,1,98,14
"10565","0502020100111005",NA,17,1,3,NA,NA,5,1,98,1,1,98,14
"10566","0502020100111006",NA,36,1,3,NA,NA,5,1,98,1,1,98,14
"10567","0502020100112501",60,NA,2,1,4,6,4,NA,NA,NA,NA,NA,NA
"10568","0502020100112502",20,NA,1,3,4,1,5,NA,NA,NA,NA,NA,NA
"10569","0502020100112503",6,NA,2,3,NA,NA,5,2,98,1,1,98,1
"10570","0502020100114001",30,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10571","0502020100114002",28,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10572","0502020100114003",8,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10573","0502020100114004",6,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10574","0502020100114005",5,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10575","0502020100114006",NA,5,2,3,NA,NA,5,1,98,1,1,98,14
"10576","0502040890100101",20,NA,1,1,4,1,5,NA,NA,NA,NA,NA,NA
"10577","0502040890100501",35,NA,2,1,4,6,5,NA,NA,NA,NA,NA,NA
"10578","0502040890100502",9,NA,2,3,NA,NA,5,2,12,1,1,98,1
"10579","0502040890100503",6,NA,1,3,NA,NA,5,2,12,1,1,98,1
"10580","0502040890100504",5,NA,1,3,NA,NA,5,2,12,1,1,98,1
"10581","0502040890100505",10,NA,1,15,4,1,5,2,98,1,2,98,14
"10582","0502040890100506",15,NA,1,15,4,1,5,2,98,1,2,98,14
"10583","0502040890100701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10584","0502040890101101",40,NA,2,1,4,2,5,NA,NA,NA,NA,NA,NA
"10585","0502040890101102",16,NA,2,3,4,1,5,2,98,1,1,98,14
"10586","0502040890101103",14,NA,1,3,4,1,5,2,98,1,1,98,14
"10587","0502040890101104",9,NA,2,3,NA,NA,5,2,98,1,1,98,14
"10588","0502040890101105",7,NA,2,3,NA,NA,5,2,98,1,1,98,14
"10589","0502040890101301",63,NA,2,1,4,6,5,NA,NA,NA,NA,NA,NA
"10590","0502040890101901",42,NA,1,1,4,3,5,NA,NA,NA,NA,NA,NA
"10591","0502040890101902",12,NA,1,3,4,1,5,1,2,1,2,98,14
"10592","0502040890101903",7,NA,1,3,NA,NA,5,1,2,1,2,98,14
"10593","0502040890102501",38,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10594","0502040890102502",26,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10595","0502040890102503",5,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10596","0502040890102504",NA,16,1,3,NA,NA,5,1,98,1,1,98,NA
"10597","0502040890103101",38,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10598","0502040890103102",38,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10599","0502040890103103",15,NA,1,3,4,1,5,1,98,1,1,98,14
"10600","0502040890103104",13,NA,1,3,4,1,5,1,98,1,1,98,14
"10601","0502040890103105",10,NA,1,3,4,1,5,1,98,1,1,98,14
"10602","0502040890103106",7,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10603","0502040890103701",23,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10604","0502040890103702",18,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10605","0502040890103703",NA,5,2,3,NA,NA,5,1,3,1,1,98,NA
"10606","0502040890104301",50,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10607","0502040890104302",40,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10608","0502040890104303",20,NA,1,3,4,1,5,NA,NA,NA,NA,NA,NA
"10609","0502040890104304",14,NA,2,3,4,1,5,1,98,1,1,98,14
"10610","0502040890104305",10,NA,1,3,4,1,5,1,98,1,1,98,14
"10611","0502040890104306",8,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10612","0502040890104307",6,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10613","0502040890104901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10614","0502040890105501",58,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10615","0502040890105502",45,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10616","0502040890105503",23,NA,1,3,4,1,5,NA,NA,NA,NA,NA,NA
"10617","0502040890105504",20,NA,2,3,4,5,5,NA,NA,NA,NA,NA,NA
"10618","0502040890105505",15,NA,2,3,4,1,5,1,98,1,1,98,14
"10619","0502040890105506",12,NA,1,3,4,1,5,1,98,1,1,98,14
"10620","0502040890105507",10,NA,1,3,4,1,5,1,98,1,1,98,14
"10621","0502040890105508",8,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10622","0502040890105509",6,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10623","0502040890105510",5,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10624","0502041650200201",40,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10625","0502041650200202",23,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10626","0502041650200203",NA,24,2,3,NA,NA,5,1,98,1,1,98,14
"10627","0502041650200204",10,NA,1,6,4,1,5,2,2,1,2,98,14
"10628","0502041650201201",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10629","0502041650201202",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10630","0502041650201203",NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10631","0502041650201204",NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10632","0502041650201205",NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10633","0502041650201701",40,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10634","0502041650201702",30,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10635","0502041650201703",9,NA,2,3,NA,NA,5,1,98,1,1,98,1
"10636","0502041650201704",NA,52,2,3,NA,NA,5,1,98,1,1,98,1
"10637","0502041650201705",NA,27,2,3,NA,NA,5,1,98,1,1,98,1
"10638","0502041650202701",40,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10639","0502041650202702",35,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10640","0502041650202703",20,NA,1,3,4,1,5,NA,NA,NA,NA,NA,NA
"10641","0502041650202704",17,NA,2,3,4,1,5,1,96,1,1,96,14
"10642","0502041650202705",15,NA,1,3,4,1,5,1,96,1,1,96,14
"10643","0502041650202706",11,NA,1,3,4,1,5,1,96,1,1,96,14
"10644","0502041650202707",8,NA,1,3,NA,NA,5,1,96,1,1,96,14
"10645","0502041650202708",NA,40,1,3,NA,NA,5,1,96,1,1,96,14
"10646","0502041650202709",NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10647","0502041650203201",38,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10648","0502041650203202",35,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10649","0502041650203203",15,NA,1,3,4,1,5,1,96,1,1,98,14
"10650","0502041650203204",14,NA,1,3,4,1,5,1,96,1,1,98,14
"10651","0502041650203205",13,NA,1,3,4,1,5,1,96,1,1,98,14
"10652","0502041650203206",11,NA,2,3,4,1,5,1,96,1,1,98,14
"10653","0502041650203207",8,NA,1,3,NA,NA,5,1,96,1,1,98,14
"10654","0502041650203208",7,NA,1,3,NA,NA,5,1,96,1,1,98,14
"10655","0502041650203209",NA,52,2,3,NA,NA,5,1,96,1,1,98,14
"10656","0502041650203210",NA,6,1,3,NA,NA,5,1,96,1,1,98,14
"10657","0502041650204701",65,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10658","0502041650204702",50,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10659","0502041650204703",28,NA,1,3,4,1,5,NA,NA,NA,NA,NA,NA
"10660","0502041650204704",8,NA,2,4,NA,NA,5,2,96,1,2,96,14
"10661","0502041650206201",35,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10662","0502041650206202",30,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10663","0502041650206203",15,NA,1,3,4,1,5,1,98,1,1,98,14
"10664","0502041650206204",14,NA,1,3,4,1,5,1,98,1,1,98,14
"10665","0502041650206205",5,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10666","0502041650207701",NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10667","0502041650207702",NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10668","0502041650209201",19,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10669","0502041650209202",16,NA,2,2,4,2,5,2,3,1,2,98,14
"10670","0502041650209203",NA,4,2,3,NA,NA,5,1,98,1,1,98,14
"10671","0502041650209204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10672","0502041650209205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10673","0502041650209206",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10674","0502041650209207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10675","0502041650209208",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10676","0502041650210701",70,NA,2,1,4,6,5,NA,NA,NA,NA,NA,NA
"10677","0502041650210702",8,NA,1,4,NA,NA,5,2,96,1,2,98,14
"10678","0502041650210703",6,NA,2,4,NA,NA,5,2,96,1,2,98,14
"10679","0502041650212201",86,NA,1,1,4,2,4,NA,NA,NA,NA,NA,NA
"10680","0502041650212202",54,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10681","0502041650212203",13,NA,2,3,4,1,5,1,1,1,1,98,14
"10682","0502041650212204",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10683","0502041650212205",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10684","0502041650212206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10685","0502041650213701",50,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10686","0502041650213702",40,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10687","0502041650213703",15,NA,2,3,4,1,5,1,96,1,1,98,14
"10688","0502041650213704",12,NA,1,3,4,1,5,1,96,1,1,98,14
"10689","0502041650213705",9,NA,1,3,NA,NA,5,1,96,1,1,98,14
"10690","0502041650213706",8,NA,2,3,NA,NA,5,1,96,1,1,98,14
"10691","0502041650213707",6,NA,1,3,NA,NA,5,1,96,1,1,98,14
"10692","0502041650213708",5,NA,2,3,NA,NA,5,1,96,1,1,98,14
"10693","0502041650213709",NA,24,1,3,NA,NA,5,1,96,NA,NA,NA,NA
"10694","0502060090100401",38,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10695","0502060090100402",31,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10696","0502060090100403",6,NA,1,3,NA,NA,5,1,2,1,1,98,14
"10697","0502060090100404",NA,57,2,3,NA,NA,5,1,2,1,1,98,14
"10698","0502060090100405",NA,38,2,3,NA,NA,5,1,2,1,1,98,14
"10699","0502060090100406",NA,9,1,3,NA,NA,5,1,2,1,1,98,14
"10700","0502060090101601",22,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10701","0502060090101602",18,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10702","0502060090102201",27,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10703","0502060090102202",25,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10704","0502060090102203",7,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10705","0502060090102204",NA,55,2,3,NA,NA,5,1,98,1,1,98,14
"10706","0502060090102205",NA,18,2,3,NA,NA,5,1,98,1,1,98,14
"10707","0502060090103401",44,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10708","0502060090103402",38,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10709","0502060090103403",14,NA,2,3,4,1,5,1,98,1,1,98,14
"10710","0502060090103404",7,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10711","0502060090103405",NA,52,1,3,NA,NA,5,1,98,1,1,98,14
"10712","0502060090103406",NA,27,2,3,NA,NA,5,1,98,1,1,98,14
"10713","0502060090104001",22,NA,1,1,4,1,5,NA,NA,NA,NA,NA,NA
"10714","0502060090104002",47,NA,2,5,4,6,5,NA,NA,NA,NA,NA,NA
"10715","0502060090104003",20,NA,1,6,4,1,5,NA,NA,NA,NA,NA,NA
"10716","0502060090104004",17,NA,1,6,4,1,5,2,96,1,1,98,14
"10717","0502060090104005",15,NA,1,6,4,1,5,2,96,1,1,98,14
"10718","0502060090105801",49,NA,2,1,4,6,5,NA,NA,NA,NA,NA,NA
"10719","0502060090105802",82,NA,2,5,4,6,5,NA,NA,NA,NA,NA,NA
"10720","0502060090107601",33,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10721","0502060090107602",26,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10722","0502060090107603",7,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10723","0502060090107604",5,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10724","0502060090107605",NA,6,2,3,NA,NA,5,1,98,1,1,98,14
"10725","0502060090109401",32,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10726","0502060090109402",26,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10727","0502060090109403",8,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10728","0502060090109404",NA,12,1,3,NA,NA,5,1,98,1,1,98,14
"10729","0502060090111201",43,NA,2,1,4,5,5,NA,NA,NA,NA,NA,NA
"10730","0502060090111202",15,NA,2,3,4,1,5,2,96,1,1,98,1
"10731","0502060090111203",13,NA,1,3,4,1,5,2,96,1,1,98,1
"10732","0502060090111204",11,NA,1,3,4,1,5,2,96,1,1,98,1
"10733","0502060090111205",9,NA,2,3,NA,NA,5,2,96,1,1,98,1
"10734","0502060090111206",7,NA,1,3,NA,NA,5,2,96,1,1,98,1
"10735","0502060090111207",5,NA,2,3,NA,NA,5,2,96,1,1,98,1
"10736","0502060090111208",NA,40,2,3,NA,NA,5,2,96,1,1,98,1
"10737","0502060090113001",34,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10738","0502060090113002",30,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10739","0502060090113003",10,NA,2,3,4,1,5,1,98,1,1,98,14
"10740","0502060090113004",8,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10741","0502060090113005",6,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10742","0502060090113006",NA,38,2,3,NA,NA,5,1,98,1,1,98,14
"10743","0502060090114801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10744","0502060090116601",52,NA,2,1,4,6,5,NA,NA,NA,NA,NA,NA
"10745","0502060090116602",18,NA,2,3,4,1,5,NA,NA,NA,NA,NA,NA
"10746","0502060090116603",16,NA,2,3,4,1,5,2,96,1,1,98,1
"10747","0502060090116604",14,NA,1,3,4,1,5,2,96,1,1,98,1
"10748","0502060090116605",12,NA,2,3,4,1,5,2,96,1,1,98,1
"10749","0502060090116606",10,NA,2,3,4,1,5,2,96,1,1,98,1
"10750","0502060280100301",62,NA,2,1,4,5,5,NA,NA,NA,NA,NA,NA
"10751","0502060280100302",22,NA,2,3,4,1,5,NA,NA,NA,NA,NA,NA
"10752","0502060280100303",6,NA,1,4,NA,NA,5,2,98,1,2,98,14
"10753","0502060280101501",50,NA,1,1,4,3,5,NA,NA,NA,NA,NA,NA
"10754","0502060280101502",40,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10755","0502060280101503",17,NA,2,3,4,1,5,1,98,1,1,98,8
"10756","0502060280101504",13,NA,2,3,4,1,5,1,98,1,1,98,8
"10757","0502060280101505",12,NA,2,3,4,1,5,1,98,1,1,98,8
"10758","0502060280101506",10,NA,2,3,4,1,5,1,98,1,1,98,8
"10759","0502060280101507",8,NA,2,3,NA,NA,5,1,98,1,1,98,8
"10760","0502060280101508",6,NA,1,3,NA,NA,5,1,98,1,1,98,8
"10761","0502060280101509",5,NA,2,3,NA,NA,5,1,98,1,1,98,8
"10762","0502060280101510",70,NA,2,10,4,6,NA,NA,NA,NA,NA,NA,NA
"10763","0502060280102801",25,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10764","0502060280102802",19,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10765","0502060280102803",NA,36,1,3,NA,NA,5,1,98,1,1,98,14
"10766","0502060280102804",NA,7,1,3,NA,NA,5,1,98,1,1,98,14
"10767","0502060280104001",70,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10768","0502060280104002",30,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10769","0502060280104003",15,NA,1,3,4,1,5,1,98,1,1,98,14
"10770","0502060280104004",7,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10771","0502060280104005",NA,34,2,3,NA,NA,5,1,98,1,1,98,14
"10772","0502060280105101",30,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10773","0502060280105102",24,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10774","0502060280105103",6,NA,2,3,NA,NA,5,1,99,1,1,98,14
"10775","0502060280105104",NA,50,2,3,NA,NA,5,1,98,1,1,98,14
"10776","0502060280105105",NA,6,1,3,NA,NA,5,1,98,1,1,98,14
"10777","0502060280105301",28,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10778","0502060280105302",26,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10779","0502060280105303",8,NA,1,3,NA,NA,5,1,98,1,1,98,14
"10780","0502060280105304",6,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10781","0502060280105305",NA,48,2,3,NA,NA,5,1,98,1,1,98,14
"10782","0502060280105306",NA,26,2,3,NA,NA,5,1,98,1,1,98,14
"10783","0502060280106501",46,NA,1,1,4,1,5,NA,NA,NA,NA,NA,NA
"10784","0502060280106502",22,NA,2,2,4,1,5,NA,NA,NA,NA,NA,NA
"10785","0502060280106503",NA,50,1,3,NA,NA,5,1,5,1,1,98,14
"10786","0502060280106504",NA,28,1,3,NA,NA,5,1,5,1,1,98,14
"10787","0502060280107701",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10788","0502060280107702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10789","0502060280109001",71,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10790","0502060280109002",50,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10791","0502060280109003",28,NA,1,3,4,1,5,NA,NA,NA,NA,NA,NA
"10792","0502060280109004",18,NA,1,3,4,1,5,NA,NA,NA,NA,NA,NA
"10793","0502060280110201",41,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10794","0502060280110202",35,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10795","0502060280110203",9,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10796","0502060280110204",7,NA,2,3,NA,NA,5,1,98,1,1,98,14
"10797","0502060280110205",NA,49,2,3,NA,NA,5,1,98,1,1,98,14
"10798","0502060280110206",NA,34,1,3,NA,NA,5,1,98,1,1,98,14
"10799","0502060280110207",NA,1,2,3,NA,NA,5,1,98,1,1,98,14
"10800","0502060280110701",70,NA,2,1,4,6,5,NA,NA,NA,NA,NA,NA
"10801","0502060280111501",80,NA,1,1,4,2,5,NA,NA,NA,NA,NA,NA
"10802","0502060280111502",50,NA,2,2,4,2,5,NA,NA,NA,NA,NA,NA
"10803","0502060280111503",30,NA,1,3,4,1,5,NA,NA,NA,NA,NA,NA
"10804","0502060280111504",25,NA,1,3,4,1,5,NA,NA,NA,NA,NA,NA
"10805","0502060280111505",20,NA,2,3,4,1,5,NA,NA,NA,NA,NA,NA
